column1;audios;date;domain;intent;lastModified;sentence;sentenceid;slots
2525;74;23/02/2023 10:06;house commands;music;23/02/2023 10:06;Quero escoitar os Smiths;a55b5551-1484-4fe5-97d8-fd429464d49c;['action', 'level', 'type']
2526;75;23/02/2023 10:07;house commands;music;23/02/2023 10:07;Ponme música dos Smiths;2b9f1e7f-f8c1-44bc-8f04-330851d9685e;['action', 'level', 'type']
2527;75;23/02/2023 10:07;house commands;music;23/02/2023 10:07;Pon algo de Oasis;421db930-a6f3-46eb-a964-d445d1d4758f;['action', 'level', 'type']
2528;75;23/02/2023 10:07;house commands;music;23/02/2023 10:07;Reproduce a Blur;b1d30355-8203-4dbe-84ee-5b06d11cfd47;['action', 'level', 'type']
2529;74;23/02/2023 10:07;house commands;music;23/02/2023 10:07;Pon o primeiro álbum de Patti Smith;d3002db6-1ddc-46b7-8a26-ba47299dadae;['action', 'level', 'type']
2530;75;23/02/2023 10:26;house commands;audiobooks;23/02/2023 10:26;Le algún capítulo dun libro de Rosalía de Castro;74fdf696-b6f4-401b-9ef6-e87a24567ae6;['action', 'title', 'author']
2531;74;23/02/2023 10:26;house commands;audiobooks;23/02/2023 10:26;Podes ler algún poema de Manuel María?;ba739d4d-cb8e-4908-8701-d27fa83e59a7;['action', 'title', 'author']
2532;75;23/02/2023 10:27;house commands;audiobooks;23/02/2023 10:27;Leme 'Poemas a Compostela' de Manuel María;4756339a-8988-4423-9036-acb898d2e0ce;['action', 'title', 'author']
2533;74;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Continúa coa lectura de 'Os Biosbardos' de Eduardo Blanco Amor;e1af29eb-2a3e-4f61-b00e-6301fec3faae;['action', 'title', 'author']
2534;75;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Sigue coa lectura das 'Mulleres malas';c8f91361-38c3-497f-90df-cabdfb1bb9c5;['action', 'title', 'author']
2535;75;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Comeza coa lectura do libro 'Azucre';d7b8cd43-7635-4a91-8e5a-35b1f931ef23;['action', 'title', 'author']
2536;74;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Cóntalle algún conto aos meu netos;3e7fd605-4e0e-4bae-bdf3-03f072ecb26c;['action', 'title', 'author']
2537;75;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Podes contarme un conto?;8239a54d-4eed-49ba-8b50-04cf6bc830e2;['action', 'title', 'author']
2538;74;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Cóntame algunha das túas fábulas;deb309fc-b315-48f4-8ab1-dbc228b7fa71;['action', 'title', 'author']
2539;75;23/02/2023 10:28;house commands;audiobooks;23/02/2023 10:28;Cóntalle unha historia a Bea;8651fd98-ddda-4931-a473-34ae6562a2f0;['action', 'title', 'author']
2540;74;23/02/2023 10:35;time;get_tide;23/02/2023 10:35;A que hora teremos marea alta hoxe en Cedeira?;3c355e5c-235c-4597-a272-fe9664c02c38;['type']
2541;75;23/02/2023 10:36;time;get_tide;23/02/2023 10:36;Cando vai baixar a marea?;0d48578a-2ed6-4157-aab2-db1727515af4;['type']
2542;74;23/02/2023 10:44;time;get_tide;23/02/2023 10:44;Dime a que hora é a marea alta;0b1e4a07-48f9-4e95-a154-a68e0681fe25;['type']
2543;75;23/02/2023 10:45;time;get_tide;23/02/2023 10:45;Cando é a marea chea?;ff416c1c-3d04-4559-9606-6914216f543f;['type']
2544;74;23/02/2023 16:00;time;get_tide;23/02/2023 16:00;Esta tarde, a que hora é a marea libre?;3b4b096f-4fda-4ee8-97e3-15b6fe499534;['type']
2545;72;23/02/2023 17:47;time;get_tide;23/02/2023 17:47;Hoxe como cadra a marea baixa?;c0f68a44-a2a8-4564-86c4-ef58442a8391;['type']
2546;74;23/02/2023 17:47;time;get_tide;23/02/2023 17:47;Como cadra hoxe a marea alta?;ef14d25d-8f0d-4c23-a608-6b5f2a957f6e;['type']
2547;74;23/02/2023 18:11;time;get_tide;23/02/2023 18:11;Cando é a preamar?;00ee8917-cee5-4c7e-8d94-490d3050b073;['type']
2548;74;24/02/2023 8:27;time;get_tide;24/02/2023 8:27;A que hora é esta tarde a baixamar?;adbee66d-7b02-4458-9776-75da864f55b3;['type']
2549;75;24/02/2023 9:00;time;get_tide;24/02/2023 9:00;Dime as horas da preamar;56893d47-24b6-4b9e-bcab-f771b26848e0;['type']
2550;75;24/02/2023 10:29;time;get_tide;24/02/2023 10:29;Di a hora de preamar;9afbfea1-a7d2-4d83-9697-664583bdb0c4;['type']
2551;74;24/02/2023 11:15;time;get_tide;24/02/2023 11:15;Di a que hora cadra a preamar;08962c0a-7147-4447-b5cd-201ddf39a7f4;['type']
2552;75;24/02/2023 13:02;time;get_tide;24/02/2023 13:02;Cando é a primeira preamar de hoxe?;855f4a2e-976e-4346-ab38-15bf768cd0c2;['type']
2553;75;24/02/2023 13:28;time;get_tide;24/02/2023 13:28;Quero saber a hora da baixamar en Muxía;ea7bc8dc-fdba-437c-b688-c458d6ad4ac0;['type']
2554;74;24/02/2023 14:47;time;get_tide;24/02/2023 14:47;Cando é a baixamar no Grove?;b14add45-14e1-4f06-a340-5facf3ab5fe3;['type']
2555;75;24/02/2023 15:37;time;get_tide;24/02/2023 15:37;Dime a hora da baixamar en Samil;b4d2558c-e8cf-49db-a543-78908ecb7f93;['type']
2556;75;24/02/2023 16:45;time;get_tide;24/02/2023 16:45;A que hora chega a marea alta á praia Boca do Río?;8abd2edb-92db-42d2-b235-6b84f8745d01;['type']
2557;75;24/02/2023 21:42;time;get_tide;24/02/2023 21:42;Di cando é a preamar;a2b6be58-bf1f-4f28-907c-fa3746975953;['type']
2558;74;25/02/2023 10:14;time;get_tide;25/02/2023 10:14;Di cando é a baixamar;526a5378-94d1-4210-894c-922f351ab17b;['type']
2559;73;25/02/2023 10:44;time;get_tide;25/02/2023 10:44;Dinos a hora na que será a primeira baixamar;d310b9da-f298-414b-a0be-afaa61d6bba9;['type']
2560;74;27/02/2023 9:07;time;get_tide;27/02/2023 9:07;Quero saber a hora da baixamar;d1fbdeb7-d3b0-45ae-9823-1349e8bb6808;['type']
2561;75;27/02/2023 15:46;time;get_tide;27/02/2023 15:46;Como está a marea agora mesmo?;2150c20b-ea8e-449f-9c2a-e744b6ae7392;['type']
2562;75;27/02/2023 15:52;time;get_tide;27/02/2023 15:52;Que marea hai nestes intres?;f4aa3be0-a233-4d2b-8f89-c5ef1919a319;['type']
2563;75;27/02/2023 17:44;time;get_tide;27/02/2023 17:44;Xa está a marea baixa?;21b2319a-c2c3-4739-a155-1f29d2155487;['type']
2564;74;28/02/2023 8:27;time;get_tide;28/02/2023 8:27;Xa estamos en baixamar?;5a8e1b42-27a5-45f0-8ae9-bcc69787397d;['type']
2565;75;28/02/2023 9:48;time;get_tide;28/02/2023 9:48;Xa hai preamar?;9c8f4243-c3a7-400e-a60b-a25ebafd31e4;['type']
2566;74;28/02/2023 13:37;health;set_symptom;28/02/2023 13:37;Xogando ao fútbol déronme unha patada e non podo pousar o pé;451fffd1-2a7f-42d5-879d-606e2ec0c338;['symptom']
2567;74;28/02/2023 13:52;health;save_mood;28/02/2023 13:52;Xa non teño dor ningunha;5380ccbb-1ddb-4fc2-9ac0-82252fc476a6;['health_parameter', 'health_value']
2568;74;28/02/2023 14:07;health;save_mood;28/02/2023 14:07;Vou regular;349e4d61-bc70-4d29-80c4-72efa1aa20c7;['health_parameter', 'health_value']
2569;74;28/02/2023 14:22;house commands;music;28/02/2023 14:22;Volve ao principio desta canción;ad28b9f7-25d9-473b-8736-478d5d591532;['action', 'level', 'type']
2570;74;28/02/2023 14:37;house commands;music;28/02/2023 14:37;Volve a pór esta canción desde o comezo;4c8d5f56-8778-47e0-a574-1102cdac128b;['action', 'level', 'type']
2571;74;28/02/2023 14:52;health;set_symptom;28/02/2023 14:52;Vánseme as pernas ao camiñar;31dbbed6-a73b-493d-b1b3-092061d84dfe;['symptom']
2572;75;28/02/2023 15:07;health;set_symptom;28/02/2023 15:07;Van ter que operalo das vexetacións;b8f9fc7c-52fb-4db5-aa81-b0adc00fe5e4;['symptom']
2573;74;28/02/2023 15:22;health;set_symptom;28/02/2023 15:22;Váiseme a cabeza cando me poño de pé;8a41d5bf-a3c7-4ff4-9bea-eff2a30c90db;['symptom']
2574;75;28/02/2023 15:37;health;set_symptom;28/02/2023 15:37;Vaime a dor dun lado ao outro das costas;a941221c-c3d4-462a-b50d-4c1a99c4f9b5;['symptom']
2575;74;28/02/2023 15:52;health;set_symptom;28/02/2023 15:52;Todo o que como logo bótoo para fóra;d8ebee5b-dc31-4841-a5b0-cef971c38052;['symptom']
2576;74;28/02/2023 16:07;health;set_symptom;28/02/2023 16:07;Tivo un accidente de coche e agora está coxo;03e65ece-2e03-4dd2-a6f1-2ae6a1e4f5d2;['symptom']
2577;75;28/02/2023 16:22;health;set_symptom;28/02/2023 16:22;Tiveron que sacarlle as amígdalas;4856c1f7-7761-4f5e-a98b-07e5826f93be;['symptom']
2578;75;28/02/2023 16:37;health;set_symptom;28/02/2023 16:37;Teño unha ferida no brazo;1e825a7c-1649-45be-b906-4a0439964f25;['symptom']
2579;74;28/02/2023 16:52;health;set_symptom;28/02/2023 16:52;Teño un vulto no brazo;3e684d39-5a84-42f0-a7fd-dde3498e6010;['symptom']
2580;73;28/02/2023 17:07;health;set_symptom;28/02/2023 17:07;Teño un montón de gases e non paro de ir ao baño;f0e8fd8e-0702-4835-a231-51ab0a32e1d0;['symptom']
2581;74;28/02/2023 17:22;health;set_symptom;28/02/2023 17:22;Teño toda a pel chea de manchas;78caa69d-7c51-42d8-877e-f1055d11dbbd;['symptom']
2582;76;28/02/2023 17:37;health;set_symptom;28/02/2023 17:37;Teño toda a pel chea de grans;e8195765-a216-41b6-b847-4fac13f43272;['symptom']
2583;74;28/02/2023 17:52;health;set_symptom;28/02/2023 17:52;Teño taponados os oídos;93381a7f-d97e-41ee-831c-a392a032fdcb;['symptom']
2584;75;28/02/2023 18:07;health;set_symptom;28/02/2023 18:07;Teño sangue nos ouriños;5a374f60-b760-4394-8a66-0334a65e365b;['symptom']
2585;75;28/02/2023 18:22;health;set_symptom;28/02/2023 18:22;Teño sangue cando vou ao baño;35cc8322-4d3d-4ffd-95f1-50e512e7b4e3;['symptom']
2586;75;28/02/2023 18:37;health;check_pills;28/02/2023 18:37;Teño que volver tomar as pastillas hoxe?;65ceaf50-4ebd-452a-bf32-09c786aaecd7;['date']
2587;74;28/02/2023 18:52;health;appointment;28/02/2023 18:52;Teño que pedir cita para ver os resultados do electro;e0f63cc8-546a-48d3-8691-ed88f60ceae5;['type']
2588;75;28/02/2023 19:07;transportation;set_transportation;28/02/2023 19:07;Teño que ir ao hospital, pídeme un taxi;73da4cfd-3256-49f1-a13e-23d967e38b66;['time', 'place']
2589;74;28/02/2023 19:22;transportation;set_transportation;28/02/2023 19:22;Teño que estar na estación ás dez, pídeme un taxi canto antes;1952cfc1-f85a-4073-aeed-8cbfaf8f8531;['time', 'place']
2590;75;01/03/2023 6:25;health;set_symptom;01/03/2023 6:25;Teño o formigo por todo o corpo;5ffa284d-c3c9-44ea-af77-3f7f175e771d;['symptom']
2591;74;01/03/2023 6:36;health;set_symptom;01/03/2023 6:36;Boto sangue ao tusir;3189f03c-1b4d-40c2-aa32-952fbda42987;['symptom']
2592;74;01/03/2023 6:46;time;get_tide;01/03/2023 6:46;Di a hora da marea alta en Outes;acdcc69c-ebd1-4385-bfd3-e9784b743f4b;['type']
2593;76;01/03/2023 6:56;health;save_health;01/03/2023 6:56;Durmín bastante mellor ca a noite pasada;6877e5a5-aacb-4321-896b-6ed7203333de;['health_parameter', 'health_value']
2594;75;01/03/2023 7:06;house commands;music;01/03/2023 7:06;Seguinte canción;5b56e1ba-6dee-43e3-a0b2-9037a3ab96c8;['action', 'level', 'type']
2595;73;01/03/2023 7:16;health;set_symptom;01/03/2023 7:16;Teño moita tose;238fa0f3-19aa-422a-9d52-9dbbde614326;['symptom']
2596;74;01/03/2023 7:26;health;set_symptom;01/03/2023 7:26;Rompín a perna dereita;0807be24-9183-4917-9a53-0cc637c04300;['symptom']
2597;73;01/03/2023 7:36;house commands;music;01/03/2023 7:36;Pon a canción desde o comezo;029025cb-7827-4565-8e43-40c7958af716;['action', 'level', 'type']
2598;75;01/03/2023 7:46;health;set_symptom;01/03/2023 7:46;Non me diga o que me doe e o que non;b9e331ea-ff1f-4090-9a0e-fb80b2a4b3e7;['symptom']
2599;75;01/03/2023 7:56;time;get_tide;01/03/2023 7:56;Está subindo xa a marea?;e1d928e6-18fb-49f0-9110-9100492a1652;['type']
2600;74;01/03/2023 8:06;health;save_mood;01/03/2023 8:06;Non sei que me pasa, pero encóntrome fatal;31cdbefe-7ffc-465b-972f-282a20a9bbfc;['health_parameter', 'health_value']
2601;74;01/03/2023 8:16;house commands;music;01/03/2023 8:16;Pon esta canción desde o inicio;a0982a6f-563a-44b6-bfe6-15d298500791;['action', 'level', 'type']
2602;74;01/03/2023 8:26;health;check_health;01/03/2023 8:26;Quero saber a cantidade de urina que tes anotada de hoxe;ca6f72ed-ad66-4ab0-801d-071fbebd5664;['health_parameter']
2603;75;01/03/2023 8:36;house commands;audiobooks;01/03/2023 8:36;Non quero que leas máis;d5db3c03-a076-4302-8951-3660fde9b145;['action', 'title', 'author']
2604;74;01/03/2023 8:46;house commands;music;01/03/2023 8:46;Ponme música relaxada;abe21a18-bb40-455b-8722-164868bfe0bc;['action', 'level', 'type']
2605;74;01/03/2023 8:56;health;set_symptom;01/03/2023 8:56;Comézame a dor no peito e vaime ata as costas;0d77770d-1daf-4b0c-9520-e0f1f40c6837;['symptom']
2606;74;01/03/2023 9:06;health;set_symptom;01/03/2023 9:06;Saíume un vulto no pescozo;bebdd8c6-48cc-4c4a-ac93-55894dbb88ca;['symptom']
2607;74;01/03/2023 9:16;health;save_mood;01/03/2023 9:16;Estou comezando a encontrarme mal;252c6350-0789-48ff-bad9-67257cc79ecc;['health_parameter', 'health_value']
2608;75;01/03/2023 9:26;health;set_symptom;01/03/2023 9:26;Estou rendido;93955ef6-74e6-440e-8592-52cc5763cd41;['symptom']
2609;74;01/03/2023 9:36;health;set_symptom;01/03/2023 9:36;Foi xusto erguerme da cama e caer redondo;987842a2-137c-46af-baba-c954dee98e60;['symptom']
2610;75;01/03/2023 9:46;health;set_symptom;01/03/2023 9:46;Pítame un oído;514f9a41-fc42-4b70-8646-e0e7e52e17b3;['symptom']
2611;75;01/03/2023 9:56;health;save_health;01/03/2023 9:56;A miña saturación de osíxeno de hoxe é do noventa e catro por cento;34c4f9a7-05c0-4ebf-a0eb-72d159606abe;['health_parameter', 'health_value']
2612;74;01/03/2023 10:06;transportation;get_transportation;01/03/2023 10:06;Recórdame a hora á que vai chegar o taxi;b3bc83b0-b069-4937-8d47-593e6f54c712;['time', 'place']
2613;75;01/03/2023 10:16;health;set_symptom;01/03/2023 10:16;Dóenme as pernas;3e7236b1-a252-4150-b92e-7fd56a7bb268;['symptom']
2614;74;01/03/2023 10:26;health;set_symptom;01/03/2023 10:26;Estóupanme os miolos;b08b598c-77e6-4630-854f-8884e29fc4db;['symptom']
2615;74;01/03/2023 10:27;health;set_symptom;01/03/2023 10:27;Pasei toda a noite no baño vomitando;751e231a-6f90-4d2a-98b0-48dfea5991b6;['symptom']
2616;74;01/03/2023 10:33;health;set_symptom;01/03/2023 10:33;Teño a lingua toda branca, pero a gorxa non me doe;e44ec78a-adaf-4963-a1ca-7bf87151836d;['symptom']
2617;74;01/03/2023 10:37;health;set_symptom;01/03/2023 10:37;Rompín a perna esquerda;bade024e-b585-4dc1-a1e7-d324afda04f3;['symptom']
2618;75;01/03/2023 10:41;time;get_tide;01/03/2023 10:41;A marea está a subir?;65477292-fbfd-4687-b65b-643418c8d8df;['type']
2619;74;01/03/2023 10:45;health;appointment;01/03/2023 10:45;Pódesme pedir cita para cardioloxía esta semana?;3f33ff9f-46ae-4fe0-9adb-e5c5d7e6ad7e;['type']
2620;75;01/03/2023 10:50;health;set_symptom;01/03/2023 10:50;Dóeme cando encho de aire os pulmóns;7f1473ed-28d6-4834-bbb8-871ce3ff9a11;['symptom']
2621;74;01/03/2023 10:54;health;set_symptom;01/03/2023 10:54;"Cando espertei, estaba con moita febre; agora parece que foi pasando";2147a796-8da8-4c4b-bc8b-a8b56fceea40;['symptom']
2622;74;01/03/2023 10:57;health;save_health;01/03/2023 10:57;Apunta que teño un oitenta e oito con seis por cento de osíxeno en sangue;9ee6d619-bd0e-43ce-b617-b08773fab952;['health_parameter', 'health_value']
2623;76;01/03/2023 10:57;house commands;music;01/03/2023 10:57;Dálle para atrás á canción;3deddf2b-cf30-4f6c-86ed-eb69a8cfc5c9;['action', 'level', 'type']
2624;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Dóeme a cabeza;94f1b1a9-01ae-4754-8ff6-7302459f1d59;['symptom']
2625;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Non sei se será Covid ou gripe, pero levo días e non me pasa;7971d67d-41f3-4b18-a1d9-731774225a73;['symptom']
2626;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Dóenme moito as pernas;4b361630-e249-4398-9bb9-aec002b0213f;['symptom']
2627;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Caeu e ten o xeonllo inflamado;7eaf1526-2fbd-4da2-9579-891470562bba;['symptom']
2628;75;01/03/2023 10:57;house commands;audiobooks;01/03/2023 10:57;Seguinte capítulo;8e8384f9-78fe-4dfe-853e-6e51e64e879c;['action', 'title', 'author']
2629;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Normalmente non me pasa, pero agora é que nin subir escaleiras podo;c684f110-dc5f-4bb9-92d1-2a5c8eb6804f;['symptom']
2630;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Non sinto as pernas;539cd8cd-1f1b-429c-a7bf-aa1bdd48a7a3;['symptom']
2631;74;01/03/2023 10:57;health;save_health;01/03/2023 10:57;Por favor, rexistra unha tensión arterial alta de noventa e sete;977771bc-dca6-4b50-9bc4-8393e4daef59;['health_parameter', 'health_value']
2632;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Pícanme moito as costas;afdd5868-d7ce-44e0-8f13-5686e04cfbb6;['symptom']
2633;74;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Dime que pastillas tocan;702134b0-fb5f-4662-b100-b43f7c4206fd;['date']
2634;74;01/03/2023 10:57;health;check_health;01/03/2023 10:57;Pódesme ensinar os datos anotados;2fa54049-d3a3-4b9f-a949-0847bd897266;['health_parameter']
2635;74;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Di as pastillas que tocan agora;17bf3b80-66b1-469d-aa06-bff66e187e6d;['date']
2636;76;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Cales son as pastillas da mañá?;331ea54f-20b4-4f70-8f27-516272557e97;['date']
2637;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Está moi atascado, pero non tivo tose;3b941347-26fc-4c0d-b471-3a63ea73115b;['symptom']
2638;75;01/03/2023 10:57;time;get_tide;01/03/2023 10:57;Dá a información da marea baixa;ece03a28-87af-4db4-9fc9-2e6df873d57c;['type']
2639;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Non aguanto da dor;edd461d0-e66d-411a-99fe-8d6ebcffe049;['symptom']
2640;75;01/03/2023 10:57;house commands;music;01/03/2023 10:57;Podes volver reproducir a anterior canción?;ae30e7ac-4a7e-4ba8-9b61-cfaa6c437210;['action', 'level', 'type']
2641;74;01/03/2023 10:57;time;get_tide;01/03/2023 10:57;A que hora cadra a marea chea?;06605e45-46d3-42e6-bce1-e7c7b5e9e632;['type']
2642;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Doíame o peito e mareábame moito;b0328095-2e75-4d10-b517-f4bfb13a1b79;['symptom']
2643;75;01/03/2023 10:57;time;get_tide;01/03/2023 10:57;A marea sobe ou baixa agora mesmo?;976d6866-ae03-4108-ba83-d4ae06acd6fb;['type']
2644;76;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Non sinto as mans;3e1150c3-27dc-4a14-ac31-1d327d5757f3;['symptom']
2645;75;01/03/2023 10:57;health;save_health;01/03/2023 10:57;Anota cero punto nove litros de urina nas últimas vinte e catro horas;4eede2a7-fb1c-46d4-8232-92ed3f526f84;['health_parameter', 'health_value']
2646;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Por moito que como non se me vai a fame;a636c7b9-5815-4204-b5da-1ef9d751a9f4;['symptom']
2647;75;01/03/2023 10:57;transportation;set_transportation;01/03/2023 10:57;Pídeme un taxi para estar en Santiago ao mediodía;537befe7-5a4b-465c-a009-6369fd530c07;['time', 'place']
2648;75;01/03/2023 10:57;health;save_mood;01/03/2023 10:57;Onte estaba xenial, pero agora dóeme todo;42f52afd-45da-490b-8dc9-1525956d2b9b;['health_parameter', 'health_value']
2649;75;01/03/2023 10:57;health;check_health;01/03/2023 10:57;Ensíname as medidas que tes rexistradas hoxe;bb6c65ac-fa4b-4c4e-bd6f-6696433121e8;['health_parameter']
2650;74;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Que pastillas teño que tomar agora?;a5bfea8f-3a26-487e-9cc8-4b24803a6dfb;['date']
2651;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Agora non teño febre, pero non baixei de trinta e nove graos en toda a noite;a7e500f9-c5c3-47b7-a737-c4bedbcf4ceb;['symptom']
2652;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Creo que me está dando un infarto;9412a065-40a3-42db-a65b-86addd4cdcaf;['symptom']
2653;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Creo que teño Covid;6b22ed8a-1a10-426b-93c6-698e02c3eb06;['symptom']
2654;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Levo con gases unha semana;4a02560a-938c-4621-810b-e2c009fac223;['symptom']
2655;75;01/03/2023 10:57;time;get_tide;01/03/2023 10:57;Di a hora da marea chea pola tarde;2c0c570a-7281-433f-a992-99db698d0dff;['type']
2656;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Rompín o brazo esquerdo;c5e819e4-de21-4ef2-b641-0fba1b0a188c;['symptom']
2657;74;01/03/2023 10:57;time;get_tide;01/03/2023 10:57;Chegouse xa a preamar?;3167513f-3656-41c1-accd-94ab432a5013;['type']
2658;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Levei un golpe no cadril;95044e0d-b3a3-4471-93bd-aebb4b8803bf;['symptom']
2659;75;01/03/2023 10:57;health;check_health;01/03/2023 10:57;Cales son os datos médicos que anotaches onte?;c2c77b50-9a5c-4022-85b2-50f13c719768;['health_parameter']
2660;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Saíume un vulto na perna;3a23127e-9786-442e-9e45-bcc11ae8faca;['symptom']
2661;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Fendín unha perna;8d2bf461-8609-48e4-a839-2795bc9e481a;['symptom']
2662;75;01/03/2023 10:57;health;save_health;01/03/2023 10:57;A cantidade de urina recollida hoxe é de un coma tres litros;75db7d8c-db6c-4137-a47b-6611f30cbb46;['health_parameter', 'health_value']
2663;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Estaba a xogar ao baloncesto e, ao saltar, deume unha dor forte no xeonllo;8fc4e7c0-47b3-4621-a219-6beaf6672d28;['symptom']
2664;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Case seguro que lle sentou algo mal ao estómago;6053ea8a-1d50-4ddb-a790-eb81a2def326;['symptom']
2665;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Noto o corazón a toda velocidade;b5bdace0-1d5d-4d3f-8c54-a63aa5987661;['symptom']
2666;74;01/03/2023 10:57;time;get_tide;01/03/2023 10:57;A marea está baixando?;3e25f997-979f-42ac-a780-ca09eaf94a29;['type']
2667;74;01/03/2023 10:57;health;save_health;01/03/2023 10:57;Confundinme ao tomar a tensión arterial e quero rexistrala de novo;6548310b-c220-43d7-ae50-4b0ec304272a;['health_parameter', 'health_value']
2668;75;01/03/2023 10:57;health;check_health;01/03/2023 10:57;Dime que mexei onte pola tarde;253ea946-401f-4e85-8ead-3d3154c8a3ba;['health_parameter']
2669;74;01/03/2023 10:57;health;save_health;01/03/2023 10:57;Quero gardar a mexa recollida;5d61bed2-feff-4e2b-8051-d273acf2db54;['health_parameter', 'health_value']
2670;75;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Di que pastillas me tocan agora mesmo;e69a079b-1168-45d7-9a27-2e02b42dc048;['date']
2671;74;01/03/2023 10:57;house commands;audiobooks;01/03/2023 10:57;Empeza no capítulo anterior;b9fef5be-9f5e-47bd-9de0-c725e8d97ab5;['action', 'title', 'author']
2672;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Se falo ao andar, perdo a respiración;aa874574-2d76-4e92-98c1-b9b917237adc;['symptom']
2673;75;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Cal era a dose de medicación que me corresponde?;be94ade1-57ff-4f4a-8d50-aa6d67d28552;['date']
2674;74;01/03/2023 10:57;health;check_health;01/03/2023 10:57;Dime a tensión arterial sistólica anotada;87ab355f-f7eb-4bfc-8935-2c06adc7cef1;['health_parameter']
2675;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Dóeme moito a barriga;588ace72-35e5-497b-a713-f5a1369c24be;['symptom']
2676;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Sáltanme as bágoas coa dor;25cbeb7b-4d25-4937-b234-e2bc95b44415;['symptom']
2677;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Levo catro días con dor de peito e mareos;349a4269-0d46-44bc-81ba-54bc723dca85;['symptom']
2678;74;01/03/2023 10:57;house commands;music;01/03/2023 10:57;Pasa á seguinte canción;5dbfbab0-c367-4d3a-be8f-aef2d81f69d7;['action', 'level', 'type']
2679;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Teño moita cera no oído esquerdo, creo que está taponado;ebfeb1a3-0d0c-4f81-a938-cc1a172c83fe;['symptom']
2680;74;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Fomos pola privada e dixéronnos que era cancro de pulmón;2bf83b4b-a07b-4bcd-8258-f8299b8d07e7;['symptom']
2681;75;01/03/2023 10:57;health;check_pills;01/03/2023 10:57;Dime as medicinas que teño que tomar;927e6b56-fc6b-4b8f-9ea4-4bc4e447ebfe;['date']
2682;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Cando fago de ventre vou moi líquido;5abfa850-c773-4f07-bde0-055ad3c1523c;['symptom']
2683;75;01/03/2023 10:57;house commands;audiobooks;01/03/2023 10:57;Comeza coa lectura;017f9963-c444-42da-a2ff-ceacb4d5870e;['action', 'title', 'author']
2684;74;01/03/2023 10:57;transportation;set_transportation;01/03/2023 10:57;Necesito que lle fagas unha chamada á miña doutora;1b6e0f89-e8d2-4dfa-999f-319556c0a60b;['time', 'place']
2685;75;01/03/2023 10:57;health;set_symptom;01/03/2023 10:57;Dende o ataque está encamada;e1553d9d-cb31-40e7-ba8d-548d63382888;['symptom']
2686;74;01/03/2023 10:57;health;save_health;01/03/2023 10:57;A saturación de osíxeno de hoxe é noventa e dous por cento;c6d42a99-6213-40c7-8da8-7337183194a9;['health_parameter', 'health_value']
2687;76;01/03/2023 10:57;health;save_health;01/03/2023 10:57;A miña tensión sistólica, a alta, é de cento oitenta;5d4bef96-a4d1-44ca-8e92-0ff5d7b8ff59;['health_parameter', 'health_value']
